code|impuesto_porcentaje|categoria_fiscal
770000901630|5.0|Bebidas Azucaradas
770000901631|0.0|Lácteos
770000901632|0.0|Lácteos
770000901633|10.0|Bebidas Azucaradas
770000901634|19.0|Lácteos
770000901635|19.0|Alimentos Procesados
770000901636|10.0|Snacks
770000901637|5.0|Snacks
770000901638|10.0|Lácteos
770000901639|0.0|Bebidas Azucaradas
770000901640|19.0|Bebidas Azucaradas
770000901641|19.0|Canasta Básica
770000901642|0.0|Lácteos
770000901643|5.0|Alimentos Procesados
770000901644|10.0|Lácteos
770000901645|19.0|Bebidas Azucaradas
770000901646|19.0|Bebidas Azucaradas
770000901647|0.0|Alimentos Procesados
770000901648|19.0|Alimentos Procesados
770000901649|10.0|Alimentos Procesados
770000901650|19.0|Snacks
770000901651|0.0|Alimentos Procesados
770000901652|19.0|Alimentos Procesados
770000901653|0.0|Alimentos Procesados
770000901654|0.0|Bebidas Azucaradas
770000901655|5.0|Alimentos Procesados
770000901656|19.0|Canasta Básica
770000901657|19.0|Canasta Básica
770000901658|5.0|Canasta Básica
770000901659|5.0|Canasta Básica
770000901660|5.0|Bebidas Azucaradas
770000901661|0.0|Snacks
770000901662|10.0|Snacks
770000901663|19.0|Bebidas Azucaradas
770000901664|0.0|Bebidas Azucaradas
770000901665|0.0|Snacks
770000901666|10.0|Canasta Básica
770000901667|19.0|Lácteos
770000901668|10.0|Alimentos Procesados
770000901669|0.0|Lácteos
770000901670|19.0|Snacks
770000901671|10.0|Lácteos
770000901672|0.0|Lácteos
770000901673|19.0|Canasta Básica
770000901674|19.0|Snacks
770000901675|19.0|Snacks
770000901676|19.0|Canasta Básica
770000901677|0.0|Bebidas Azucaradas
770000901678|5.0|Canasta Básica
770000901679|5.0|Snacks
770000901680|10.0|Bebidas Azucaradas
770000901681|0.0|Bebidas Azucaradas
770000901682|19.0|Canasta Básica
770000901683|5.0|Alimentos Procesados
770000901684|0.0|Lácteos
770000901685|5.0|Bebidas Azucaradas
770000901686|19.0|Snacks
770000901687|0.0|Snacks
770000901688|0.0|Lácteos
770000901689|10.0|Alimentos Procesados
770000901690|10.0|Snacks
770000901691|10.0|Canasta Básica
770000901692|10.0|Bebidas Azucaradas
770000901693|19.0|Snacks
770000901694|10.0|Lácteos
770000901695|0.0|Canasta Básica
770000901696|5.0|Snacks
770000901697|0.0|Alimentos Procesados
770000901698|19.0|Alimentos Procesados
770000901699|0.0|Bebidas Azucaradas
770000901700|0.0|Bebidas Azucaradas
770000901701|19.0|Snacks
770000901702|0.0|Alimentos Procesados
770000901703|0.0|Alimentos Procesados
770000901704|10.0|Canasta Básica
770000901705|10.0|Bebidas Azucaradas
770000901706|0.0|Lácteos
770000901707|10.0|Canasta Básica
770000901708|19.0|Snacks
770000901709|10.0|Lácteos
770000901710|0.0|Lácteos
770000901711|19.0|Snacks
770000901712|0.0|Lácteos
770000901713|10.0|Alimentos Procesados
770000901714|0.0|Alimentos Procesados
770000901715|19.0|Bebidas Azucaradas
770000901716|10.0|Lácteos
770000901717|5.0|Bebidas Azucaradas
770000901718|10.0|Snacks
770000901719|5.0|Bebidas Azucaradas
770000901720|5.0|Lácteos
770000901721|19.0|Lácteos
770000901722|10.0|Lácteos
770000901723|19.0|Bebidas Azucaradas
770000901724|5.0|Bebidas Azucaradas
770000901725|5.0|Snacks
770000901726|0.0|Bebidas Azucaradas
770000901727|5.0|Snacks
770000901728|5.0|Bebidas Azucaradas
770000901729|5.0|Snacks
770000901730|19.0|Bebidas Azucaradas
770000901731|19.0|Bebidas Azucaradas
770000901732|0.0|Canasta Básica
770000901733|10.0|Snacks
770000901734|10.0|Bebidas Azucaradas
770000901735|19.0|Snacks
770000901736|0.0|Bebidas Azucaradas
770000901737|0.0|Bebidas Azucaradas
770000901738|10.0|Bebidas Azucaradas
770000901739|0.0|Snacks
770000901740|10.0|Bebidas Azucaradas
770000901741|10.0|Bebidas Azucaradas
770000901742|19.0|Canasta Básica
770000901743|5.0|Canasta Básica
770000901744|0.0|Canasta Básica
770000901745|10.0|Bebidas Azucaradas
770001001746|10.0|Bebidas Azucaradas
770001001747|5.0|Lácteos
770001001748|19.0|Snacks
770001001749|0.0|Alimentos Procesados
770001001750|19.0|Lácteos
770001001751|5.0|Alimentos Procesados
770001001752|19.0|Lácteos
770001001753|5.0|Alimentos Procesados
770001001754|10.0|Snacks
770001001755|0.0|Canasta Básica
770001001756|19.0|Alimentos Procesados
770001001757|19.0|Canasta Básica
770001001758|10.0|Canasta Básica
770001001759|0.0|Canasta Básica
770001001760|0.0|Alimentos Procesados
770001001761|19.0|Lácteos
770001001762|19.0|Snacks
770001001763|0.0|Lácteos
770001001764|0.0|Bebidas Azucaradas
770001001765|19.0|Lácteos
770001001766|5.0|Lácteos
770001001767|19.0|Lácteos
770001001768|0.0|Snacks
770001001769|0.0|Alimentos Procesados
770001001770|5.0|Canasta Básica
770001001771|5.0|Lácteos
770001001772|19.0|Lácteos
770001001773|0.0|Alimentos Procesados
770001001774|0.0|Bebidas Azucaradas
770001001775|19.0|Lácteos
770001001776|10.0|Alimentos Procesados
770001001777|19.0|Lácteos
770001001778|0.0|Canasta Básica
770001001779|19.0|Lácteos
770001001780|10.0|Lácteos
770001001781|0.0|Bebidas Azucaradas
770001001782|5.0|Canasta Básica
770001001783|10.0|Bebidas Azucaradas
770001001784|5.0|Bebidas Azucaradas
770001001785|10.0|Canasta Básica
770001001786|0.0|Alimentos Procesados
770001001787|5.0|Alimentos Procesados
770001001788|5.0|Canasta Básica
770001001789|5.0|Bebidas Azucaradas
770001001790|10.0|Alimentos Procesados
770001001791|19.0|Canasta Básica
770001001792|0.0|Bebidas Azucaradas
770001001793|10.0|Bebidas Azucaradas
770001001794|5.0|Bebidas Azucaradas
770001001795|5.0|Lácteos
770001001796|19.0|Bebidas Azucaradas
770001001797|19.0|Bebidas Azucaradas
770001001798|10.0|Snacks
770001001799|10.0|Canasta Básica
770001001800|5.0|Alimentos Procesados
770001001801|10.0|Lácteos
770001001802|0.0|Snacks
770001001803|5.0|Bebidas Azucaradas
770001001804|0.0|Lácteos
770001001805|10.0|Lácteos
770001001806|19.0|Canasta Básica
770001001807|19.0|Snacks
770001001808|5.0|Canasta Básica
770001001809|10.0|Canasta Básica
770001001810|5.0|Canasta Básica
770001001811|10.0|Alimentos Procesados
770001001812|5.0|Lácteos
770001001813|19.0|Canasta Básica
770001001814|10.0|Snacks
770001001815|19.0|Snacks
770001001816|10.0|Alimentos Procesados
770001001817|5.0|Bebidas Azucaradas
770001001818|19.0|Alimentos Procesados
770001001819|10.0|Canasta Básica
770001001820|19.0|Lácteos
770001001821|10.0|Alimentos Procesados
770001001822|10.0|Bebidas Azucaradas
770001001823|5.0|Alimentos Procesados
770001001824|5.0|Lácteos
770001001825|10.0|Snacks
770001001826|10.0|Canasta Básica
770001001827|0.0|Lácteos
770001001828|10.0|Bebidas Azucaradas
770001001829|0.0|Canasta Básica
770001001830|10.0|Bebidas Azucaradas
770001001831|5.0|Snacks
770001001832|5.0|Canasta Básica
770001001833|0.0|Lácteos
770001001834|5.0|Canasta Básica
770001001835|0.0|Lácteos
770001001836|10.0|Alimentos Procesados
770001001837|0.0|Snacks
770001001838|10.0|Alimentos Procesados
770001001839|19.0|Canasta Básica
770001001840|0.0|Lácteos
770001001841|19.0|Canasta Básica
770001001842|0.0|Alimentos Procesados
770001001843|10.0|Alimentos Procesados
770001001844|19.0|Bebidas Azucaradas
770001001845|5.0|Lácteos
770001001846|0.0|Alimentos Procesados
770001001847|0.0|Canasta Básica
770001001848|0.0|Lácteos
770001001849|0.0|Alimentos Procesados
770001001850|19.0|Alimentos Procesados
770001001851|19.0|Snacks
770001001852|0.0|Bebidas Azucaradas
770001001853|10.0|Alimentos Procesados
770001001854|0.0|Alimentos Procesados
770001001855|0.0|Bebidas Azucaradas
770001001856|10.0|Bebidas Azucaradas
770001001857|19.0|Lácteos
770001001858|0.0|Bebidas Azucaradas
770001001859|19.0|Alimentos Procesados
770001001860|0.0|Bebidas Azucaradas
770001001861|19.0|Lácteos
770001001862|5.0|Canasta Básica
770001001863|5.0|Alimentos Procesados
770001001864|10.0|Canasta Básica
770001001865|0.0|Snacks
770001001866|0.0|Bebidas Azucaradas
770001001867|0.0|Snacks
770001001868|5.0|Snacks
770001001869|19.0|Bebidas Azucaradas
770001001870|5.0|Alimentos Procesados
770001001871|5.0|Alimentos Procesados
770001001872|10.0|Snacks
770001001873|0.0|Alimentos Procesados
770001001874|19.0|Alimentos Procesados
770001001875|5.0|Canasta Básica
770001001876|19.0|Snacks
770001001877|10.0|Lácteos
770001001878|10.0|Snacks
770001001879|19.0|Lácteos
770001001880|19.0|Snacks
770001001881|19.0|Lácteos
770001001882|5.0|Canasta Básica
770001001883|5.0|Bebidas Azucaradas
770001001884|10.0|Canasta Básica
770001001885|0.0|Alimentos Procesados
770001001886|5.0|Snacks
770001001887|10.0|Bebidas Azucaradas
770001001888|0.0|Canasta Básica
770001001889|19.0|Snacks
770001001890|19.0|Lácteos
770001001891|19.0|Bebidas Azucaradas
770001001892|10.0|Canasta Básica
770001001893|19.0|Bebidas Azucaradas
770001001894|19.0|Alimentos Procesados
770001001895|5.0|Snacks
770001001896|0.0|Alimentos Procesados
770001001897|0.0|Alimentos Procesados
770001001898|19.0|Bebidas Azucaradas
770001001899|19.0|Lácteos
770001001900|5.0|Bebidas Azucaradas
770001001901|5.0|Bebidas Azucaradas
770001001902|10.0|Snacks
770001001903|19.0|Canasta Básica
770001001904|19.0|Snacks
770001001905|5.0|Lácteos
770001001906|19.0|Canasta Básica
770001001907|5.0|Snacks
770001001908|5.0|Canasta Básica
770001001909|10.0|Canasta Básica
770001001910|10.0|Alimentos Procesados
770001001911|0.0|Canasta Básica
770001001912|5.0|Snacks
770001001913|5.0|Alimentos Procesados
770001001914|19.0|Snacks
770001001915|10.0|Lácteos
770001001916|5.0|Canasta Básica
770001001917|10.0|Alimentos Procesados
770001001918|10.0|Snacks
770001001919|0.0|Bebidas Azucaradas
770001001920|5.0|Lácteos
770001001921|0.0|Lácteos
770001001922|5.0|Bebidas Azucaradas
770001001923|10.0|Lácteos
770001001924|0.0|Lácteos
770001001925|0.0|Snacks
770001001926|5.0|Snacks
770001001927|5.0|Bebidas Azucaradas
770001001928|0.0|Bebidas Azucaradas
770001001929|19.0|Lácteos
770001001930|10.0|Lácteos
770001001931|5.0|Lácteos
770001001932|5.0|Bebidas Azucaradas
770001001933|0.0|Bebidas Azucaradas
770001001934|5.0|Canasta Básica
770001001935|5.0|Alimentos Procesados
770001001936|19.0|Snacks
770001001937|5.0|Bebidas Azucaradas
770001001938|0.0|Alimentos Procesados
770001001939|19.0|Canasta Básica
770001101940|5.0|Canasta Básica
770001101941|0.0|Alimentos Procesados
770001101942|5.0|Canasta Básica
770001101943|19.0|Canasta Básica
770001101944|5.0|Canasta Básica
770001101945|5.0|Canasta Básica
770001101946|0.0|Alimentos Procesados
770001101947|10.0|Lácteos
770001101948|19.0|Lácteos
770001101949|5.0|Snacks
770001101950|5.0|Canasta Básica
770001101951|0.0|Snacks
770001101952|10.0|Canasta Básica
770001101953|10.0|Lácteos
770001101954|0.0|Bebidas Azucaradas
770001101955|0.0|Lácteos
770001101956|19.0|Lácteos
770001101957|10.0|Lácteos
770001101958|19.0|Bebidas Azucaradas
770001101959|19.0|Snacks
770001101960|0.0|Alimentos Procesados
770001101961|5.0|Canasta Básica
770001101962|10.0|Bebidas Azucaradas
770001101963|10.0|Canasta Básica
770001101964|19.0|Bebidas Azucaradas
770001101965|10.0|Alimentos Procesados
770001101966|0.0|Canasta Básica
770001101967|0.0|Canasta Básica
770001101968|5.0|Snacks
770001101969|19.0|Lácteos
770001101970|10.0|Alimentos Procesados
770001101971|19.0|Lácteos
770001101972|19.0|Lácteos
770001101973|5.0|Alimentos Procesados
770001101974|19.0|Canasta Básica
770001101975|5.0|Lácteos
770001101976|5.0|Snacks
770001101977|5.0|Alimentos Procesados
770001101978|5.0|Lácteos
770001101979|0.0|Alimentos Procesados
770001101980|5.0|Bebidas Azucaradas
770001101981|0.0|Canasta Básica
770001101982|5.0|Alimentos Procesados
770001101983|0.0|Bebidas Azucaradas
770001101984|19.0|Alimentos Procesados
770001101985|19.0|Lácteos
770001101986|5.0|Lácteos
770001101987|0.0|Snacks
770001101988|10.0|Lácteos
770001101989|0.0|Bebidas Azucaradas
770001101990|5.0|Alimentos Procesados
770001101991|19.0|Bebidas Azucaradas
770001101992|19.0|Bebidas Azucaradas
770001101993|0.0|Snacks
770001101994|10.0|Lácteos
770001101995|5.0|Bebidas Azucaradas
770001101996|0.0|Snacks
770001101997|19.0|Lácteos
770001101998|10.0|Bebidas Azucaradas
770001101999|0.0|Lácteos
770001102000|19.0|Snacks
770001102001|10.0|Snacks
770001102002|10.0|Lácteos
770001102003|19.0|Canasta Básica
770001102004|19.0|Alimentos Procesados
770001102005|19.0|Alimentos Procesados
770001102006|0.0|Alimentos Procesados
770001102007|5.0|Canasta Básica
770001102008|0.0|Canasta Básica
770001102009|19.0|Snacks
770001102010|5.0|Canasta Básica
770001102011|5.0|Snacks
770001102012|10.0|Lácteos
770001102013|0.0|Snacks
770001102014|10.0|Alimentos Procesados
770001102015|5.0|Bebidas Azucaradas
770001102016|19.0|Lácteos
770001102017|19.0|Snacks
770001102018|0.0|Lácteos
770001102019|0.0|Lácteos
770001102020|19.0|Alimentos Procesados
770001102021|5.0|Snacks
770001102022|19.0|Alimentos Procesados
770001102023|10.0|Bebidas Azucaradas
770001102024|10.0|Alimentos Procesados
770001102025|19.0|Lácteos
770001102026|19.0|Canasta Básica
770001102027|0.0|Snacks
770001102028|0.0|Canasta Básica
770001102029|19.0|Alimentos Procesados
770001102030|10.0|Snacks
770001102031|5.0|Bebidas Azucaradas
770001102032|5.0|Canasta Básica
770001102033|0.0|Bebidas Azucaradas
770001102034|19.0|Lácteos
770001102035|10.0|Snacks
770001102036|19.0|Snacks
770001102037|5.0|Bebidas Azucaradas
770001102038|5.0|Bebidas Azucaradas
770001102039|5.0|Alimentos Procesados
770001102040|5.0|Snacks
770001102041|0.0|Lácteos
770001102042|0.0|Bebidas Azucaradas
770001102043|5.0|Snacks
770001102044|10.0|Lácteos
770001102045|19.0|Bebidas Azucaradas
770001102046|0.0|Bebidas Azucaradas
770001102047|10.0|Alimentos Procesados
770001102048|5.0|Canasta Básica
770001102049|5.0|Alimentos Procesados
770001102050|10.0|Bebidas Azucaradas
770001102051|10.0|Lácteos
770001102052|10.0|Snacks
770001102053|0.0|Alimentos Procesados
770001102054|19.0|Bebidas Azucaradas
770001102055|10.0|Snacks
770001102056|19.0|Bebidas Azucaradas
770001102057|19.0|Bebidas Azucaradas
770001102058|10.0|Canasta Básica
770001102059|5.0|Snacks
770001102060|0.0|Alimentos Procesados
770001102061|5.0|Lácteos
770001102062|10.0|Alimentos Procesados
770001102063|10.0|Alimentos Procesados
770001102064|19.0|Canasta Básica
770001102065|5.0|Alimentos Procesados
770001102066|19.0|Canasta Básica
770001102067|19.0|Canasta Básica
770001102068|0.0|Lácteos
770001102069|5.0|Alimentos Procesados
770001102070|10.0|Alimentos Procesados
770001102071|19.0|Bebidas Azucaradas
770001102072|19.0|Snacks
770001102073|0.0|Alimentos Procesados
770001102074|5.0|Snacks
770001102075|10.0|Bebidas Azucaradas
770001102076|0.0|Snacks
770001102077|5.0|Snacks
770001102078|5.0|Alimentos Procesados
770001102079|10.0|Canasta Básica
770001102080|19.0|Bebidas Azucaradas
770001102081|0.0|Snacks
770001102082|5.0|Canasta Básica
770001102083|0.0|Lácteos
770001102084|10.0|Snacks
770001102085|5.0|Canasta Básica
770001102086|5.0|Canasta Básica
770001102087|5.0|Bebidas Azucaradas
770001102088|19.0|Alimentos Procesados
770001102089|19.0|Bebidas Azucaradas
770001102090|0.0|Lácteos
770001102091|0.0|Snacks
770001102092|10.0|Bebidas Azucaradas
770001102093|5.0|Bebidas Azucaradas
770001102094|10.0|Bebidas Azucaradas
770001102095|0.0|Snacks
770001102096|5.0|Bebidas Azucaradas
770001102097|0.0|Canasta Básica
770001102098|10.0|Bebidas Azucaradas
770001102099|0.0|Canasta Básica
770001102100|10.0|Bebidas Azucaradas
770001102101|10.0|Alimentos Procesados
770001102102|10.0|Alimentos Procesados
770001102103|10.0|Snacks
770001102104|10.0|Snacks
770001102105|0.0|Alimentos Procesados
770001102106|10.0|Alimentos Procesados
770001102107|10.0|Lácteos
770001102108|19.0|Bebidas Azucaradas
770001102109|19.0|Alimentos Procesados
770001102110|10.0|Snacks
770001102111|0.0|Canasta Básica
770001102112|19.0|Alimentos Procesados
770001102113|0.0|Canasta Básica
770001102114|10.0|Lácteos
770001102115|19.0|Alimentos Procesados
770001102116|19.0|Lácteos
770001102117|19.0|Lácteos
770001102118|5.0|Lácteos
770001102119|0.0|Bebidas Azucaradas
770001102120|10.0|Canasta Básica
770001102121|19.0|Lácteos
770001102122|5.0|Snacks
770001102123|19.0|Bebidas Azucaradas
770001102124|5.0|Lácteos
770001102125|5.0|Snacks
770001102126|19.0|Lácteos
770001102127|0.0|Lácteos
770001102128|10.0|Snacks
770001102129|5.0|Lácteos
770001102130|0.0|Lácteos
770001102131|5.0|Alimentos Procesados
770001102132|5.0|Snacks
770001102133|10.0|Bebidas Azucaradas
770001202134|5.0|Alimentos Procesados
770001202135|0.0|Snacks
770001202136|0.0|Bebidas Azucaradas
770001202137|0.0|Bebidas Azucaradas
770001202138|0.0|Alimentos Procesados
770001202139|19.0|Canasta Básica
770001202140|5.0|Snacks
770001202141|10.0|Canasta Básica
770001202142|10.0|Bebidas Azucaradas
770001202143|5.0|Snacks
770001202144|0.0|Lácteos
770001202145|5.0|Snacks
770001202146|5.0|Lácteos
770001202147|19.0|Alimentos Procesados
770001202148|19.0|Canasta Básica
770001202149|19.0|Lácteos
770001202150|10.0|Snacks
770001202151|0.0|Bebidas Azucaradas
770001202152|5.0|Canasta Básica
770001202153|19.0|Lácteos
770001202154|0.0|Snacks
770001202155|0.0|Alimentos Procesados
770001202156|19.0|Bebidas Azucaradas
770001202157|10.0|Bebidas Azucaradas
770001202158|5.0|Snacks
770001202159|5.0|Alimentos Procesados
770001202160|0.0|Lácteos
770001202161|0.0|Alimentos Procesados
770001202162|10.0|Snacks
770001202163|19.0|Snacks
770001202164|10.0|Snacks
770001202165|5.0|Snacks
770001202166|5.0|Alimentos Procesados
770001202167|0.0|Lácteos
770001202168|10.0|Alimentos Procesados
770001202169|10.0|Canasta Básica
770001202170|5.0|Alimentos Procesados
770001202171|19.0|Canasta Básica
770001202172|10.0|Bebidas Azucaradas
770001202173|0.0|Canasta Básica
770001202174|19.0|Alimentos Procesados
770001202175|0.0|Alimentos Procesados
770001202176|19.0|Alimentos Procesados
770001202177|10.0|Lácteos
770001202178|5.0|Bebidas Azucaradas
770001202179|0.0|Snacks
770001202180|0.0|Bebidas Azucaradas
770001202181|10.0|Alimentos Procesados
770001202182|19.0|Lácteos
770001202183|0.0|Bebidas Azucaradas
770001202184|19.0|Canasta Básica
770001202185|19.0|Snacks
770001202186|0.0|Alimentos Procesados
770001202187|5.0|Snacks
770001202188|19.0|Alimentos Procesados
770001202189|0.0|Lácteos
770001202190|19.0|Lácteos
770001202191|19.0|Canasta Básica
770001202192|0.0|Lácteos
770001202193|19.0|Alimentos Procesados
770001202194|0.0|Snacks
770001202195|19.0|Lácteos
770001202196|5.0|Bebidas Azucaradas
770001202197|19.0|Lácteos
770001202198|0.0|Snacks
770001202199|19.0|Lácteos
770001202200|5.0|Alimentos Procesados
770001202201|5.0|Snacks
770001202202|10.0|Lácteos
770001202203|10.0|Alimentos Procesados
770001202204|5.0|Alimentos Procesados
770001202205|0.0|Lácteos
770001202206|5.0|Canasta Básica
770001202207|10.0|Bebidas Azucaradas
770001202208|10.0|Canasta Básica
770001202209|5.0|Alimentos Procesados
770001202210|10.0|Bebidas Azucaradas
770001202211|0.0|Snacks
770001202212|0.0|Canasta Básica
770001202213|19.0|Alimentos Procesados
770001202214|5.0|Snacks
770001202215|10.0|Alimentos Procesados
770001202216|19.0|Bebidas Azucaradas
770001202217|10.0|Snacks
770001202218|5.0|Alimentos Procesados
770001202219|19.0|Snacks
770001202220|19.0|Lácteos
770001202221|19.0|Snacks
770001202222|5.0|Alimentos Procesados
770001202223|0.0|Alimentos Procesados
770001202224|19.0|Lácteos
770001202225|5.0|Alimentos Procesados
770001202226|5.0|Canasta Básica
770001202227|19.0|Bebidas Azucaradas
770001202228|0.0|Canasta Básica
770001202229|0.0|Lácteos
770001202230|5.0|Snacks
770001202231|10.0|Alimentos Procesados
770001202232|10.0|Canasta Básica
770001202233|0.0|Lácteos
770001202234|0.0|Canasta Básica
770001202235|19.0|Alimentos Procesados
770001202236|0.0|Canasta Básica
770001202237|5.0|Bebidas Azucaradas
770001202238|10.0|Canasta Básica
770001202239|5.0|Canasta Básica
770001202240|19.0|Lácteos
770001202241|0.0|Alimentos Procesados
770001202242|19.0|Alimentos Procesados
770001202243|10.0|Canasta Básica
770001202244|0.0|Canasta Básica
770001202245|10.0|Snacks
770001202246|10.0|Canasta Básica
770001202247|10.0|Bebidas Azucaradas
770001202248|0.0|Bebidas Azucaradas
770001202249|0.0|Canasta Básica
770001202250|10.0|Bebidas Azucaradas
770001202251|0.0|Canasta Básica
770001202252|10.0|Alimentos Procesados
770001202253|19.0|Snacks
770001202254|19.0|Canasta Básica
770001202255|5.0|Canasta Básica
770001202256|0.0|Bebidas Azucaradas
770001202257|10.0|Alimentos Procesados
770001202258|19.0|Bebidas Azucaradas
770001202259|5.0|Bebidas Azucaradas
770001202260|0.0|Snacks
770001202261|0.0|Lácteos
770001202262|10.0|Lácteos
770001202263|10.0|Lácteos
770001202264|0.0|Bebidas Azucaradas
770001202265|0.0|Alimentos Procesados
770001202266|5.0|Canasta Básica
770001202267|5.0|Lácteos
770001202268|0.0|Alimentos Procesados
770001202269|5.0|Bebidas Azucaradas
770001202270|5.0|Snacks
770001202271|10.0|Lácteos
770001202272|19.0|Snacks
770001202273|19.0|Snacks
770001202274|19.0|Bebidas Azucaradas
770001202275|0.0|Bebidas Azucaradas
770001202276|5.0|Snacks
770001202277|0.0|Bebidas Azucaradas
770001202278|0.0|Snacks
770001202279|19.0|Alimentos Procesados
770001202280|19.0|Bebidas Azucaradas
770001202281|0.0|Snacks
770001202282|10.0|Bebidas Azucaradas
770001202283|19.0|Alimentos Procesados
770001202284|10.0|Bebidas Azucaradas
770001202285|0.0|Snacks
770001202286|0.0|Canasta Básica
770001202287|10.0|Alimentos Procesados
770001202288|0.0|Canasta Básica
770001202289|19.0|Bebidas Azucaradas
770001202290|0.0|Bebidas Azucaradas
770001202291|19.0|Canasta Básica
770001202292|19.0|Bebidas Azucaradas
770001202293|5.0|Bebidas Azucaradas
770001202294|5.0|Alimentos Procesados
770001202295|10.0|Canasta Básica
770001202296|19.0|Bebidas Azucaradas
770001202297|5.0|Bebidas Azucaradas
770001202298|10.0|Lácteos
770001202299|19.0|Canasta Básica
770001202300|0.0|Lácteos
770001202301|0.0|Canasta Básica
770001202302|0.0|Bebidas Azucaradas
770001202303|19.0|Bebidas Azucaradas
770001202304|0.0|Bebidas Azucaradas
770001202305|10.0|Lácteos
770001202306|19.0|Alimentos Procesados
770001202307|5.0|Snacks
770001202308|0.0|Canasta Básica
770001202309|10.0|Canasta Básica
770001202310|10.0|Bebidas Azucaradas
770001202311|10.0|Alimentos Procesados
770001202312|5.0|Alimentos Procesados
770001202313|0.0|Canasta Básica
770001202314|5.0|Alimentos Procesados
770001202315|10.0|Snacks
770001202316|0.0|Canasta Básica
770001202317|10.0|Lácteos
770001202318|5.0|Bebidas Azucaradas
770001202319|10.0|Bebidas Azucaradas
770001202320|5.0|Lácteos
770001202321|10.0|Lácteos
770001202322|5.0|Snacks
770001202323|19.0|Lácteos
770001202324|0.0|Alimentos Procesados
770001202325|5.0|Lácteos
770001202326|10.0|Snacks
770001202327|5.0|Alimentos Procesados
770001302328|10.0|Canasta Básica
770001302329|19.0|Lácteos
770001302330|19.0|Alimentos Procesados
770001302331|5.0|Lácteos
770001302332|10.0|Snacks
770001302333|0.0|Bebidas Azucaradas
770001302334|5.0|Lácteos
770001302335|10.0|Alimentos Procesados
770001302336|5.0|Canasta Básica
770001302337|5.0|Canasta Básica
770001302338|19.0|Canasta Básica
770001302339|10.0|Canasta Básica
770001302340|19.0|Snacks
770001302341|0.0|Snacks
770001302342|5.0|Snacks
770001302343|10.0|Bebidas Azucaradas
770001302344|19.0|Canasta Básica
770001302345|5.0|Snacks
770001302346|5.0|Canasta Básica
770001302347|10.0|Lácteos
770001302348|5.0|Bebidas Azucaradas
770001302349|10.0|Lácteos
770001302350|19.0|Lácteos
770001302351|5.0|Lácteos
770001302352|0.0|Lácteos
770001302353|10.0|Alimentos Procesados
770001302354|0.0|Alimentos Procesados
770001302355|10.0|Bebidas Azucaradas
770001302356|0.0|Bebidas Azucaradas
770001302357|5.0|Bebidas Azucaradas
770001302358|0.0|Lácteos
770001302359|10.0|Alimentos Procesados
770001302360|5.0|Lácteos
770001302361|0.0|Snacks
770001302362|0.0|Bebidas Azucaradas
770001302363|0.0|Bebidas Azucaradas
770001302364|10.0|Canasta Básica
770001302365|0.0|Alimentos Procesados
770001302366|5.0|Lácteos
770001302367|5.0|Canasta Básica
770001302368|10.0|Alimentos Procesados
770001302369|19.0|Bebidas Azucaradas
770001302370|19.0|Lácteos
770001302371|5.0|Canasta Básica
770001302372|10.0|Canasta Básica
770001302373|19.0|Bebidas Azucaradas
770001302374|10.0|Alimentos Procesados
770001302375|19.0|Lácteos
770001302376|10.0|Bebidas Azucaradas
770001302377|19.0|Alimentos Procesados
770001302378|10.0|Bebidas Azucaradas
770001302379|5.0|Bebidas Azucaradas
770001302380|10.0|Canasta Básica
770001302381|19.0|Snacks
770001302382|19.0|Alimentos Procesados
770001302383|10.0|Snacks
770001302384|0.0|Lácteos
770001302385|19.0|Snacks
770001302386|5.0|Snacks
770001302387|5.0|Lácteos
770001302388|0.0|Bebidas Azucaradas
770001302389|5.0|Alimentos Procesados
770001302390|0.0|Lácteos
770001302391|5.0|Alimentos Procesados
770001302392|19.0|Canasta Básica
770001302393|0.0|Bebidas Azucaradas
770001302394|5.0|Canasta Básica
770001302395|0.0|Snacks
770001302396|5.0|Lácteos
770001302397|0.0|Bebidas Azucaradas
770001302398|0.0|Bebidas Azucaradas
770001302399|5.0|Lácteos
770001302400|5.0|Lácteos
770001302401|10.0|Snacks
770001302402|0.0|Canasta Básica
770001302403|5.0|Snacks
770001302404|10.0|Lácteos
770001302405|10.0|Snacks
770001302406|19.0|Bebidas Azucaradas
770001302407|5.0|Bebidas Azucaradas
770001302408|10.0|Lácteos
770001302409|0.0|Bebidas Azucaradas
770001302410|19.0|Snacks
770001302411|19.0|Snacks
770001302412|0.0|Lácteos
770001302413|10.0|Snacks
770001302414|10.0|Lácteos
770001302415|19.0|Snacks
770001302416|10.0|Snacks
770001302417|0.0|Canasta Básica
770001302418|10.0|Snacks
770001302419|10.0|Snacks
770001302420|19.0|Snacks
770001302421|19.0|Alimentos Procesados
770001302422|5.0|Lácteos
770001302423|0.0|Lácteos
770001302424|10.0|Bebidas Azucaradas
770001302425|5.0|Lácteos
770001302426|10.0|Canasta Básica
770001302427|0.0|Alimentos Procesados
770001302428|5.0|Bebidas Azucaradas
770001302429|19.0|Lácteos
770001302430|10.0|Canasta Básica
770001302431|5.0|Canasta Básica
770001302432|10.0|Canasta Básica
770001302433|19.0|Alimentos Procesados
770001302434|0.0|Bebidas Azucaradas
770001302435|19.0|Canasta Básica
770001302436|19.0|Bebidas Azucaradas
770001302437|5.0|Snacks
770001302438|0.0|Snacks
